HotelName,Location,ImageURL1,ImageURL2,ImageURL3,ImageURL4,ImageURL5,ImageURL6
Kalandara Resort Lombok,"Jalan Raya Senggigi, 83355 Senggigi , Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Senggigi/Kalandara%20Resort%20Lombok/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Senggigi/Kalandara%20Resort%20Lombok/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Senggigi/Kalandara%20Resort%20Lombok/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Senggigi/Kalandara%20Resort%20Lombok/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Senggigi/Kalandara%20Resort%20Lombok/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Senggigi/Kalandara%20Resort%20Lombok/image_6.jpg
Tampah Hills,"Mekar Sari, Praya Barat, 83572 Selong Belanak, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Selong%20Belanak/Tampah%20Hills/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Selong%20Belanak/Tampah%20Hills/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Selong%20Belanak/Tampah%20Hills/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Selong%20Belanak/Tampah%20Hills/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Selong%20Belanak/Tampah%20Hills/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Selong%20Belanak/Tampah%20Hills/image_6.jpg
Sanna Ubud A Pramana Experience,"Jalan Raya Tegalalang, Banjar Tengah ,Tegalalang Gianyar - Bali, 80561 Tegalalang, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Tegalalang/Sanna%20Ubud%20A%20Pramana%20Experience/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Tegalalang/Sanna%20Ubud%20A%20Pramana%20Experience/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Tegalalang/Sanna%20Ubud%20A%20Pramana%20Experience/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Tegalalang/Sanna%20Ubud%20A%20Pramana%20Experience/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Tegalalang/Sanna%20Ubud%20A%20Pramana%20Experience/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Tegalalang/Sanna%20Ubud%20A%20Pramana%20Experience/image_6.jpg
Puri Sebali Resort,"Jalan Raya Sebali, Banjar Sebali, Tegalalang, 80571 Ubud, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Puri%20Sebali%20Resort/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Puri%20Sebali%20Resort/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Puri%20Sebali%20Resort/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Puri%20Sebali%20Resort/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Puri%20Sebali%20Resort/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Puri%20Sebali%20Resort/image_6.jpg
Pramana Watu Kurung,"Jalan Batu Kurung IV, Banjar Bunutan, Kedewatan, 80571 Ubud, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Pramana%20Watu%20Kurung/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Pramana%20Watu%20Kurung/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Pramana%20Watu%20Kurung/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Pramana%20Watu%20Kurung/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Pramana%20Watu%20Kurung/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Pramana%20Watu%20Kurung/image_6.jpg
Komaneka at Monkey Forest Ubud,"Jl. Monkey Forest, Ubud, 80571 Ubud, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Komaneka%20at%20Monkey%20Forest%20Ubud/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Komaneka%20at%20Monkey%20Forest%20Ubud/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Komaneka%20at%20Monkey%20Forest%20Ubud/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Komaneka%20at%20Monkey%20Forest%20Ubud/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Komaneka%20at%20Monkey%20Forest%20Ubud/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Komaneka%20at%20Monkey%20Forest%20Ubud/image_6.jpg
Alila Ubud,"Desa Melinggih Kelod, Payangan, Gianyar, Bali, 80572 ?Ubud, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Alila%20Ubud/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Alila%20Ubud/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Alila%20Ubud/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Alila%20Ubud/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Alila%20Ubud/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Alila%20Ubud/image_6.jpg
Le Meridien Bali Jimbaran,"Jalan Bukit Permai, 80361 Jimbaran, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Jimbaran/Le%20Meridien%20Bali%20Jimbaran/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Jimbaran/Le%20Meridien%20Bali%20Jimbaran/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Jimbaran/Le%20Meridien%20Bali%20Jimbaran/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Jimbaran/Le%20Meridien%20Bali%20Jimbaran/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Jimbaran/Le%20Meridien%20Bali%20Jimbaran/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Jimbaran/Le%20Meridien%20Bali%20Jimbaran/image_6.jpg
Katamaran Hotel & Resort,"Jl. Raya Mangsit, 83355 Senggigi , Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Senggigi/Katamaran%20Hotel%20&%20Resort/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Senggigi/Katamaran%20Hotel%20&%20Resort/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Senggigi/Katamaran%20Hotel%20&%20Resort/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Senggigi/Katamaran%20Hotel%20&%20Resort/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Senggigi/Katamaran%20Hotel%20&%20Resort/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Senggigi/Katamaran%20Hotel%20&%20Resort/image_6.jpg
Courtyard by Marriott Bali Nusa Dua Resort,"Kawasan Pariwisata Lot SW1 , 80363 Nusa Dua, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/Courtyard%20by%20Marriott%20Bali%20Nusa%20Dua%20Resort/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/Courtyard%20by%20Marriott%20Bali%20Nusa%20Dua%20Resort/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/Courtyard%20by%20Marriott%20Bali%20Nusa%20Dua%20Resort/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/Courtyard%20by%20Marriott%20Bali%20Nusa%20Dua%20Resort/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/Courtyard%20by%20Marriott%20Bali%20Nusa%20Dua%20Resort/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/Courtyard%20by%20Marriott%20Bali%20Nusa%20Dua%20Resort/image_6.jpg
Karma Kandara,"Jalan Villa Kandara, Banjar Wijaya Kusuma, 80362 Uluwatu, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Karma%20Kandara/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Karma%20Kandara/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Karma%20Kandara/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Karma%20Kandara/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Karma%20Kandara/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Karma%20Kandara/image_6.jpg
Pullman Lombok Merujani Mandalika Beach Resort,"LOT BS2 Kawasan Ekonomi Khusus Mandalika Kelurahan Kuta Kecamatan Pujut, 83573 Kuta Lombok, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Kuta%20Lombok/Pullman%20Lombok%20Merujani%20Mandalika%20Beach%20Resort/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Kuta%20Lombok/Pullman%20Lombok%20Merujani%20Mandalika%20Beach%20Resort/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Kuta%20Lombok/Pullman%20Lombok%20Merujani%20Mandalika%20Beach%20Resort/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Kuta%20Lombok/Pullman%20Lombok%20Merujani%20Mandalika%20Beach%20Resort/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Kuta%20Lombok/Pullman%20Lombok%20Merujani%20Mandalika%20Beach%20Resort/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Kuta%20Lombok/Pullman%20Lombok%20Merujani%20Mandalika%20Beach%20Resort/image_6.jpg
Bambu Indah,"Banjar Baung, Desa Sayan , 80571 Ubud, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Bambu%20Indah/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Bambu%20Indah/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Bambu%20Indah/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Bambu%20Indah/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Bambu%20Indah/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Bambu%20Indah/image_6.jpg
Monolocale Resort Seminyak by Ini Vie Hospitality,"8 Jalan Umalas 1, 80361 Kerobokan, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Kerobokan/Monolocale%20Resort%20Seminyak%20by%20Ini%20Vie%20Hospitality/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Kerobokan/Monolocale%20Resort%20Seminyak%20by%20Ini%20Vie%20Hospitality/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Kerobokan/Monolocale%20Resort%20Seminyak%20by%20Ini%20Vie%20Hospitality/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Kerobokan/Monolocale%20Resort%20Seminyak%20by%20Ini%20Vie%20Hospitality/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Kerobokan/Monolocale%20Resort%20Seminyak%20by%20Ini%20Vie%20Hospitality/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Kerobokan/Monolocale%20Resort%20Seminyak%20by%20Ini%20Vie%20Hospitality/image_6.jpg
Ibah,"Jalan Raya Campuhan, Bali, 80571 Ubud, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Ibah/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Ibah/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Ibah/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Ibah/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Ibah/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Ibah/image_6.jpg
The Royal Beach Seminyak Bali,"Jl. Camplung Tanduk, Seminyak Beach, 80033 Seminyak, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/The%20Royal%20Beach%20Seminyak%20Bali/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/The%20Royal%20Beach%20Seminyak%20Bali/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/The%20Royal%20Beach%20Seminyak%20Bali/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/The%20Royal%20Beach%20Seminyak%20Bali/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/The%20Royal%20Beach%20Seminyak%20Bali/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/The%20Royal%20Beach%20Seminyak%20Bali/image_6.jpg
The Trans Resort Bali,"Jalan Sunset Road, 80361 Seminyak, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/The%20Trans%20Resort%20Bali/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/The%20Trans%20Resort%20Bali/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/The%20Trans%20Resort%20Bali/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/The%20Trans%20Resort%20Bali/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/The%20Trans%20Resort%20Bali/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/The%20Trans%20Resort%20Bali/image_6.jpg
"Nusa Dua Beach Hotel & Spa, Bali","Kawasan Pariwisata Nusa Dua, Lot North 4, 80363 Nusa Dua, Indonesia","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/Nusa%20Dua%20Beach%20Hotel%20&%20Spa,%20Bali/image_1.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/Nusa%20Dua%20Beach%20Hotel%20&%20Spa,%20Bali/image_2.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/Nusa%20Dua%20Beach%20Hotel%20&%20Spa,%20Bali/image_3.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/Nusa%20Dua%20Beach%20Hotel%20&%20Spa,%20Bali/image_4.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/Nusa%20Dua%20Beach%20Hotel%20&%20Spa,%20Bali/image_5.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/Nusa%20Dua%20Beach%20Hotel%20&%20Spa,%20Bali/image_6.jpg"
Bali Mandira Beach Resort & Spa,"Jl. Padma2 P.O.Box 1003, Bali, 80361 Legian, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Legian/Bali%20Mandira%20Beach%20Resort%20&%20Spa/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Legian/Bali%20Mandira%20Beach%20Resort%20&%20Spa/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Legian/Bali%20Mandira%20Beach%20Resort%20&%20Spa/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Legian/Bali%20Mandira%20Beach%20Resort%20&%20Spa/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Legian/Bali%20Mandira%20Beach%20Resort%20&%20Spa/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Legian/Bali%20Mandira%20Beach%20Resort%20&%20Spa/image_6.jpg
Jumeirah Bali,"Jalan Raya Uluwatu Pecatu Kuta Selatan Kabupaten Badung, 80361 Uluwatu, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Jumeirah%20Bali/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Jumeirah%20Bali/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Jumeirah%20Bali/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Jumeirah%20Bali/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Jumeirah%20Bali/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Jumeirah%20Bali/image_6.jpg
Adiwana Suweta,"Jalan Suweta, 80571 Ubud, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Adiwana%20Suweta/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Adiwana%20Suweta/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Adiwana%20Suweta/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Adiwana%20Suweta/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Adiwana%20Suweta/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Adiwana%20Suweta/image_6.jpg
COMO Shambhala Estate,"Br Begawan, Desa Melinggih Kelod, , 80571 Payangan, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Payangan/COMO%20Shambhala%20Estate/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Payangan/COMO%20Shambhala%20Estate/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Payangan/COMO%20Shambhala%20Estate/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Payangan/COMO%20Shambhala%20Estate/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Payangan/COMO%20Shambhala%20Estate/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Payangan/COMO%20Shambhala%20Estate/image_6.jpg
Nirjhara,"Jl. Nirjhara, Banjar Kedungu, Desa Belalang Kediri ? Tabanan, 82121, Bali ? Indonesia, 82121 Tabanan, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Tabanan/Nirjhara/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Tabanan/Nirjhara/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Tabanan/Nirjhara/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Tabanan/Nirjhara/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Tabanan/Nirjhara/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Tabanan/Nirjhara/image_6.jpg
The Retreat at Kharista by Ekosistem,"No.21 Jalan Pantai Batu Mejan, 80351 Canggu, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Canggu/The%20Retreat%20at%20Kharista%20by%20Ekosistem/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Canggu/The%20Retreat%20at%20Kharista%20by%20Ekosistem/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Canggu/The%20Retreat%20at%20Kharista%20by%20Ekosistem/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Canggu/The%20Retreat%20at%20Kharista%20by%20Ekosistem/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Canggu/The%20Retreat%20at%20Kharista%20by%20Ekosistem/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Canggu/The%20Retreat%20at%20Kharista%20by%20Ekosistem/image_6.jpg
Jambuluwuk Convention Hall & Resort Batu,"Jl. Trunojoyo 99, 65326 Batu, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Batu/Jambuluwuk%20Convention%20Hall%20&%20Resort%20Batu/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Batu/Jambuluwuk%20Convention%20Hall%20&%20Resort%20Batu/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Batu/Jambuluwuk%20Convention%20Hall%20&%20Resort%20Batu/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Batu/Jambuluwuk%20Convention%20Hall%20&%20Resort%20Batu/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Batu/Jambuluwuk%20Convention%20Hall%20&%20Resort%20Batu/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Batu/Jambuluwuk%20Convention%20Hall%20&%20Resort%20Batu/image_6.jpg
"The Legian Seminyak, Bali","Jalan Kayu Aya, Bali, 80367 Seminyak, Indonesia","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/The%20Legian%20Seminyak,%20Bali/image_1.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/The%20Legian%20Seminyak,%20Bali/image_2.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/The%20Legian%20Seminyak,%20Bali/image_3.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/The%20Legian%20Seminyak,%20Bali/image_4.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/The%20Legian%20Seminyak,%20Bali/image_5.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/The%20Legian%20Seminyak,%20Bali/image_6.jpg"
"Hotel Indigo Bali Seminyak Beach, an IHG Hotel","Jalan Camplung Tanduk No.10 , 80361 Seminyak, Indonesia","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/Hotel%20Indigo%20Bali%20Seminyak%20Beach,%20an%20IHG%20Hotel/image_1.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/Hotel%20Indigo%20Bali%20Seminyak%20Beach,%20an%20IHG%20Hotel/image_2.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/Hotel%20Indigo%20Bali%20Seminyak%20Beach,%20an%20IHG%20Hotel/image_3.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/Hotel%20Indigo%20Bali%20Seminyak%20Beach,%20an%20IHG%20Hotel/image_4.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/Hotel%20Indigo%20Bali%20Seminyak%20Beach,%20an%20IHG%20Hotel/image_5.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Seminyak/Hotel%20Indigo%20Bali%20Seminyak%20Beach,%20an%20IHG%20Hotel/image_6.jpg"
Viceroy Bali,"Jalan Lanyahan, Br. Nagi, 80571 ?Ubud, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Viceroy%20Bali/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Viceroy%20Bali/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Viceroy%20Bali/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Viceroy%20Bali/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Viceroy%20Bali/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Viceroy%20Bali/image_6.jpg
