HotelName,Location,ImageURL1,ImageURL2,ImageURL3,ImageURL4,ImageURL5,ImageURL6
Suarga Padang Padang,"Labuan Sait Rd. Br. Dinas Labuan Sait, Pecatu, Kuta Selatan, 80361 Uluwatu, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Suarga%20Padang%20Padang/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Suarga%20Padang%20Padang/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Suarga%20Padang%20Padang/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Suarga%20Padang%20Padang/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Suarga%20Padang%20Padang/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Suarga%20Padang%20Padang/image_6.jpg
Renaissance Bali Uluwatu Resort & Spa,"Jalan Pantai Balangan 1 No 1, 80361 Uluwatu, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Renaissance%20Bali%20Uluwatu%20Resort%20&%20Spa/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Renaissance%20Bali%20Uluwatu%20Resort%20&%20Spa/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Renaissance%20Bali%20Uluwatu%20Resort%20&%20Spa/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Renaissance%20Bali%20Uluwatu%20Resort%20&%20Spa/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Renaissance%20Bali%20Uluwatu%20Resort%20&%20Spa/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Renaissance%20Bali%20Uluwatu%20Resort%20&%20Spa/image_6.jpg
MERUSAKA Nusa Dua,"Kawasan Wisata Nusa Dua, Lot S3, 80363 Nusa Dua, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/MERUSAKA%20Nusa%20Dua/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/MERUSAKA%20Nusa%20Dua/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/MERUSAKA%20Nusa%20Dua/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/MERUSAKA%20Nusa%20Dua/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/MERUSAKA%20Nusa%20Dua/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/MERUSAKA%20Nusa%20Dua/image_6.jpg
Chapung Sebali,"Jalan Raya Sebali, Banjar Sebali, Desa Keliki, Tegallalang, 80561 Ubud, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Chapung%20Sebali/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Chapung%20Sebali/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Chapung%20Sebali/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Chapung%20Sebali/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Chapung%20Sebali/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Chapung%20Sebali/image_6.jpg
Padma Resort Ubud,"Banjar Carik, Desa Puhu ? Payangan, 80572 Payangan, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Payangan/Padma%20Resort%20Ubud/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Payangan/Padma%20Resort%20Ubud/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Payangan/Padma%20Resort%20Ubud/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Payangan/Padma%20Resort%20Ubud/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Payangan/Padma%20Resort%20Ubud/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Payangan/Padma%20Resort%20Ubud/image_6.jpg
Maya Sanur Resort & Spa,"Jalan Danau Tamblingan No. 89M, 80228 Sanur, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Sanur/Maya%20Sanur%20Resort%20&%20Spa/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Sanur/Maya%20Sanur%20Resort%20&%20Spa/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Sanur/Maya%20Sanur%20Resort%20&%20Spa/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Sanur/Maya%20Sanur%20Resort%20&%20Spa/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Sanur/Maya%20Sanur%20Resort%20&%20Spa/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Sanur/Maya%20Sanur%20Resort%20&%20Spa/image_6.jpg
RIMBA by AYANA Bali,"Karang Mas Estate, Jalan Karang Mas Sejahtera , Jimbaran, Bali, 80634 Jimbaran, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Jimbaran/RIMBA%20by%20AYANA%20Bali/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Jimbaran/RIMBA%20by%20AYANA%20Bali/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Jimbaran/RIMBA%20by%20AYANA%20Bali/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Jimbaran/RIMBA%20by%20AYANA%20Bali/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Jimbaran/RIMBA%20by%20AYANA%20Bali/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Jimbaran/RIMBA%20by%20AYANA%20Bali/image_6.jpg
The Botanica Sanctuary,"Jalan Taman Safari 101, Kp. Baru Tegal, Desa Cibeureum, Cisarua - Bogor, 16750 Puncak, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Puncak/The%20Botanica%20Sanctuary/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Puncak/The%20Botanica%20Sanctuary/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Puncak/The%20Botanica%20Sanctuary/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Puncak/The%20Botanica%20Sanctuary/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Puncak/The%20Botanica%20Sanctuary/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Puncak/The%20Botanica%20Sanctuary/image_6.jpg
"The Westin Resort Nusa Dua, Bali","PO Box 36 Nusa Dua, 80363 Nusa Dua, Indonesia","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/The%20Westin%20Resort%20Nusa%20Dua,%20Bali/image_1.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/The%20Westin%20Resort%20Nusa%20Dua,%20Bali/image_2.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/The%20Westin%20Resort%20Nusa%20Dua,%20Bali/image_3.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/The%20Westin%20Resort%20Nusa%20Dua,%20Bali/image_4.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/The%20Westin%20Resort%20Nusa%20Dua,%20Bali/image_5.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/The%20Westin%20Resort%20Nusa%20Dua,%20Bali/image_6.jpg"
Royal Tulip Springhill Resort Jimbaran,"Jl. Jimbaran Hijau Kelod, Badung, 80361 Jimbaran, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Jimbaran/Royal%20Tulip%20Springhill%20Resort%20Jimbaran/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Jimbaran/Royal%20Tulip%20Springhill%20Resort%20Jimbaran/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Jimbaran/Royal%20Tulip%20Springhill%20Resort%20Jimbaran/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Jimbaran/Royal%20Tulip%20Springhill%20Resort%20Jimbaran/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Jimbaran/Royal%20Tulip%20Springhill%20Resort%20Jimbaran/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Jimbaran/Royal%20Tulip%20Springhill%20Resort%20Jimbaran/image_6.jpg
"Umana Bali, LXR Hotels & Resorts","Jl. Melasti, Banjar Kelod Ungasan, 80364 Uluwatu, Indonesia","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Umana%20Bali,%20LXR%20Hotels%20&%20Resorts/image_1.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Umana%20Bali,%20LXR%20Hotels%20&%20Resorts/image_2.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Umana%20Bali,%20LXR%20Hotels%20&%20Resorts/image_3.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Umana%20Bali,%20LXR%20Hotels%20&%20Resorts/image_4.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Umana%20Bali,%20LXR%20Hotels%20&%20Resorts/image_5.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/Umana%20Bali,%20LXR%20Hotels%20&%20Resorts/image_6.jpg"
"Holiday Inn Resort Bali Nusa Dua, an IHG Hotel","Jl. Pratama no.86, Tanjung Benoa, 80363 Nusa Dua, Indonesia","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/Holiday%20Inn%20Resort%20Bali%20Nusa%20Dua,%20an%20IHG%20Hotel/image_1.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/Holiday%20Inn%20Resort%20Bali%20Nusa%20Dua,%20an%20IHG%20Hotel/image_2.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/Holiday%20Inn%20Resort%20Bali%20Nusa%20Dua,%20an%20IHG%20Hotel/image_3.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/Holiday%20Inn%20Resort%20Bali%20Nusa%20Dua,%20an%20IHG%20Hotel/image_4.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/Holiday%20Inn%20Resort%20Bali%20Nusa%20Dua,%20an%20IHG%20Hotel/image_5.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Dua/Holiday%20Inn%20Resort%20Bali%20Nusa%20Dua,%20an%20IHG%20Hotel/image_6.jpg"
Adiwana Bisma,"Jl. Bisma, 80571 Ubud, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Adiwana%20Bisma/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Adiwana%20Bisma/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Adiwana%20Bisma/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Adiwana%20Bisma/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Adiwana%20Bisma/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Adiwana%20Bisma/image_6.jpg
The Ungasan Clifftop Resort,"Jalan Pantai Selatan Gau Banjar Wijayakusuma, Ungasan, 80362 Uluwatu, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/The%20Ungasan%20Clifftop%20Resort/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/The%20Ungasan%20Clifftop%20Resort/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/The%20Ungasan%20Clifftop%20Resort/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/The%20Ungasan%20Clifftop%20Resort/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/The%20Ungasan%20Clifftop%20Resort/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Uluwatu/The%20Ungasan%20Clifftop%20Resort/image_6.jpg
The Sanchaya,"Jalan Gurindam Duabelas, Plot 5, 29155 Lagoi, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Lagoi/The%20Sanchaya/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Lagoi/The%20Sanchaya/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Lagoi/The%20Sanchaya/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Lagoi/The%20Sanchaya/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Lagoi/The%20Sanchaya/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Lagoi/The%20Sanchaya/image_6.jpg
Bisma Eight Villas,"Jl Bisma, ubud,, 80571 Ubud, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Bisma%20Eight%20Villas/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Bisma%20Eight%20Villas/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Bisma%20Eight%20Villas/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Bisma%20Eight%20Villas/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Bisma%20Eight%20Villas/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Bisma%20Eight%20Villas/image_6.jpg
Plataran Borobudur,"Tanjungan Village, 55664 Borobudur, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Borobudur/Plataran%20Borobudur/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Borobudur/Plataran%20Borobudur/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Borobudur/Plataran%20Borobudur/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Borobudur/Plataran%20Borobudur/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Borobudur/Plataran%20Borobudur/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Borobudur/Plataran%20Borobudur/image_6.jpg
Puri Wulandari A Boutique Resort & Spa - CHSE Certified,"Desa Kedewatan, 80571 Ubud, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Puri%20Wulandari%20A%20Boutique%20Resort%20&%20Spa%20-%20CHSE%20Certified/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Puri%20Wulandari%20A%20Boutique%20Resort%20&%20Spa%20-%20CHSE%20Certified/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Puri%20Wulandari%20A%20Boutique%20Resort%20&%20Spa%20-%20CHSE%20Certified/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Puri%20Wulandari%20A%20Boutique%20Resort%20&%20Spa%20-%20CHSE%20Certified/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Puri%20Wulandari%20A%20Boutique%20Resort%20&%20Spa%20-%20CHSE%20Certified/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Puri%20Wulandari%20A%20Boutique%20Resort%20&%20Spa%20-%20CHSE%20Certified/image_6.jpg
MAUA Nusa Penida Bali,"Jalan Gamat Bay, Desa Sakti, Nusa Penida, 80771 Bali, 80771 Nusa Penida, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Penida/MAUA%20Nusa%20Penida%20Bali/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Penida/MAUA%20Nusa%20Penida%20Bali/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Penida/MAUA%20Nusa%20Penida%20Bali/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Penida/MAUA%20Nusa%20Penida%20Bali/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Penida/MAUA%20Nusa%20Penida%20Bali/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Nusa%20Penida/MAUA%20Nusa%20Penida%20Bali/image_6.jpg
"The Lokha Ubud Resort, Villas & SPA","Jln Bangkiangsidem, Desa Keliki, Tegallalang, Ubud - Bali, 80561 Ubud, Indonesia","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/The%20Lokha%20Ubud%20Resort,%20Villas%20&%20SPA/image_1.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/The%20Lokha%20Ubud%20Resort,%20Villas%20&%20SPA/image_2.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/The%20Lokha%20Ubud%20Resort,%20Villas%20&%20SPA/image_3.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/The%20Lokha%20Ubud%20Resort,%20Villas%20&%20SPA/image_4.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/The%20Lokha%20Ubud%20Resort,%20Villas%20&%20SPA/image_5.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/The%20Lokha%20Ubud%20Resort,%20Villas%20&%20SPA/image_6.jpg"
Metland Venya Ubud,"Kelabang Moding Suite, 80561 Ubud, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Metland%20Venya%20Ubud/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Metland%20Venya%20Ubud/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Metland%20Venya%20Ubud/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Metland%20Venya%20Ubud/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Metland%20Venya%20Ubud/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Metland%20Venya%20Ubud/image_6.jpg
Wapa di Ume Sidemen,"Banjar Dinas Tebola, Desa Sideman, 80864 Sidemen, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Sidemen/Wapa%20di%20Ume%20Sidemen/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Sidemen/Wapa%20di%20Ume%20Sidemen/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Sidemen/Wapa%20di%20Ume%20Sidemen/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Sidemen/Wapa%20di%20Ume%20Sidemen/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Sidemen/Wapa%20di%20Ume%20Sidemen/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Sidemen/Wapa%20di%20Ume%20Sidemen/image_6.jpg
Sanglung Villas & Suites,"Banjar Dinas Sangglung, Desa Depeha , 81113 Kubutambahan, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Kubutambahan/Sanglung%20Villas%20&%20Suites/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Kubutambahan/Sanglung%20Villas%20&%20Suites/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Kubutambahan/Sanglung%20Villas%20&%20Suites/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Kubutambahan/Sanglung%20Villas%20&%20Suites/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Kubutambahan/Sanglung%20Villas%20&%20Suites/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Kubutambahan/Sanglung%20Villas%20&%20Suites/image_6.jpg
"Mandapa, a Ritz-Carlton Reserve","Jalan Kedewatan, Banjar Kedewatan, 80571 Ubud, Indonesia","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Mandapa,%20a%20Ritz-Carlton%20Reserve/image_1.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Mandapa,%20a%20Ritz-Carlton%20Reserve/image_2.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Mandapa,%20a%20Ritz-Carlton%20Reserve/image_3.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Mandapa,%20a%20Ritz-Carlton%20Reserve/image_4.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Mandapa,%20a%20Ritz-Carlton%20Reserve/image_5.jpg","https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Ubud/Mandapa,%20a%20Ritz-Carlton%20Reserve/image_6.jpg"
Finna Golf & Country Club,"Jl. Raya Barsari, 67157 Prigen, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Prigen/Finna%20Golf%20&%20Country%20Club/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Prigen/Finna%20Golf%20&%20Country%20Club/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Prigen/Finna%20Golf%20&%20Country%20Club/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Prigen/Finna%20Golf%20&%20Country%20Club/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Prigen/Finna%20Golf%20&%20Country%20Club/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Prigen/Finna%20Golf%20&%20Country%20Club/image_6.jpg
Aksari Resort Ubud by Ini Vie Hospitality,"Jl. Raya Desa Kenderan No.88x, 80561 Tegalalang, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Tegalalang/Aksari%20Resort%20Ubud%20by%20Ini%20Vie%20Hospitality/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Tegalalang/Aksari%20Resort%20Ubud%20by%20Ini%20Vie%20Hospitality/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Tegalalang/Aksari%20Resort%20Ubud%20by%20Ini%20Vie%20Hospitality/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Tegalalang/Aksari%20Resort%20Ubud%20by%20Ini%20Vie%20Hospitality/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Tegalalang/Aksari%20Resort%20Ubud%20by%20Ini%20Vie%20Hospitality/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Tegalalang/Aksari%20Resort%20Ubud%20by%20Ini%20Vie%20Hospitality/image_6.jpg
Komaneka at Keramas Beach,"Jalan Prof. Dr. Ida Bagus Mantra, 80581 Keramas, Indonesia",https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Keramas/Komaneka%20at%20Keramas%20Beach/image_1.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Keramas/Komaneka%20at%20Keramas%20Beach/image_2.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Keramas/Komaneka%20at%20Keramas%20Beach/image_3.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Keramas/Komaneka%20at%20Keramas%20Beach/image_4.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Keramas/Komaneka%20at%20Keramas%20Beach/image_5.jpg,https://ik.imagekit.io/tg5wbt4yj/TreboundImages/IndonesiaImages/Keramas/Komaneka%20at%20Keramas%20Beach/image_6.jpg
